titel;auteur;Plaatsing;Plaatsing omschrijving;Pl.Opmerking;Zizo Jeugd;Prijs;Jaargang;Genre Jeugd;Hoofdwoord;isbn;Exem-id;Magazijn;Materiaal;Min. leeftijd;Status;Bijlage;Categorie
Alles over paarden : onmisbaar handboek voor elke paardenfan;Leszinski, Karolin;JIH;Jeugd info: natuur;;NAPAA;16.99;;;;3,00E+13;17483906;N;B5;0;B;;5
Alles over paarden : onmisbaar handboek voor elke paardenfan;Leszinski, Karolin;JIH;Jeugd info: natuur;;NAPAA;16.99;;;;3,00E+13;17326683;N;B5;0;B;;5
Alles over paarden en pony’s;Meierjürgen, Sonja;JIH;Jeugd info: natuur;6+ - geel;NAPAA;11.99;;;;3,00E+13;29961149;N;B5;0;U;;5
Alles over PVP minigames;Milton, Stephanie;JIO;Jeugd info: vrije tijd - kunst;;VRCSP;11.99;    ;;;NA1051458;6178801;N;B5;0;U;;5
Alles over seizoenen;Mack;JIH;Jeugd info: natuur;;NASEI;19.95;;;;PI0685895;5352462;N;B5;0;B;;4
Alles over slimme dieren;Meierjürgen, Sonja;JIH;Jeugd info: natuur;6+ - geel;NAGED;11.99;;;;3,00E+13;31028305;N;B5;0;B;;5
Alles over sociale media : #vindikleuk;Van Royen, Kathleen;JIF;Jeugd info: wetenschappen;;WTCOM;15.99;;;;3,00E+13;26480165;N;B5;0;B;;5
Alles over sociale media : #vindikleuk;Van Royen, Kathleen;JIF;Jeugd info: wetenschappen;6+ - geel;WTINT;15.99;;;;3,00E+13;26722803;N;B5;0;B;;4
Alles over Stinkhond : in afvalbetische volgorde!;Gutman, Colas;JFA;Jeugd fictie 7-8 jaar geel;;;15.99;;;GUTM;#250106031108517;31108517;N;B4;0;I;;4
Alles over Stinkhond : in afvalbetische volgorde!;Gutman, Colas;JFA;Jeugd fictie 7-8 jaar geel;;;15.99;;;GUTM;3,00E+13;30945759;N;B4;0;U;;4
Alles over verkennen;Milton, Stephanie;JIO;Jeugd info: vrije tijd - kunst;;VRCSP;11.95;;;;NA0980382;5918972;N;B5;0;U;;5
Alles over voetbal van A tot Z;De Bont, Stef;JIO;Jeugd info: vrije tijd - kunst;;VRBAL;5.99;;;;NA1040243;5674760;N;B5;0;B;;5
Alles over wie ik ben;Jensen, Stine;JIM;Jeugd info: mens;;MEGEV;19.99;;;;3,00E+13;17202100;N;B5;0;B;;5
Alles smurft vanzelf;Delzenne, Philippe;SJA;Strips jeugd 6-8 jaar;De smurfen;;5.25;;;;NA0956929;2875609;N;S4;0;U;;4
Alles uit de kast;Hund, Marjolein;JIP;Jeugd info: taal;;TABOE;0.00;;;;PI0396834;3072053;N;B5;0;A;;5
Alles voor de liefste pony;Kroonenberg, Yvonne;JFB;Jeugd fictie 9-11 jaar;KROO;;12.99;;;;PI0791865;5956991;N;B4;0;B;;4
Alles voor mijn paard;Christiaanse, Nicolle;JFA;Jeugd fictie 7-8 jaar geel;CHRI;;7.50;;;;NA0639346;3245388;N;B4;0;B;;5
Alles voor Romeo;Cazemier, Caja;YF0;Adolescenten;CAZE;;14.95;;;;PI0612030;4746194;N;BA;0;B;;4
Alles wat (niet) mag : het grote boek over goed en fout;Jensen, Stine;JIL;Jeugd info: geloven - denken;;DEGEL;21.99;;;;3,00E+13;29217585;N;B5;0;B;;5
Alles wat cool is aan de ruimte en andere kosmische feiten;Lowery, Mike;JII;Jeugd info: aarde - heelal;6+ - geel;AASTE;19.99;;;;3,00E+13;29625785;N;B5;0;U;;5
Alles wat cool is aan haaien en andere onderwaterwezens!;Lowery, Mike;JIH;Jeugd info: natuur;;NAVIS;15.00;;;;3,00E+13;17583506;N;B5;0;B;;5
Alles wat coole meiden moeten weten!;Clochard, Séverine;JIM;Jeugd info: mens;;MEGEV;15.95;;;;3,00E+13;17424524;N;B5;0;B;;5
Alles wat groots voelt;De Pelseneer, Reine;JFC;Jeugd fictie 12-14 jaar;;;22.50;;;PELS;3,00E+13;26657678;N;B4;0;B;;4
Alles wat groots voelt;De Pelseneer, Reine;YF0;Jongeren fictie grijs;;;22.50;    ;;DEPE;3,00E+13;28570430;N;B4;0;U;;4
Alles wat ik nog met Gizmo wil doen : de bucketlist van mijn hond;Davis, Ben (jeugdauteur);JFB;Jeugd fictie 9-11 jaar;;;17.99;;;DAVI;3,00E+13;13040382;N;B4;0;B;;4
Alles wat ik nog met Gizmo wil doen : de bucketlist van mijn hond;Davis, Ben (jeugdauteur);JFB;Jeugd fictie 9-11 jaar rood;;;17.99;;;DAVI;3,00E+13;17509112;N;B4;0;B;;4
Alles wat ik voel : het grote emotieboek;Jensen, Stine;JIM;Jeugd info: mens;;MEGEV;18.99;;;;PI0773654;5702738;N;B5;0;B;;5
Alles wat je absoluut niet wil weten over 13 en nog veel, veel, v;Pollet, Frank;JIE;Jeugd info: weetjes;;WEWEE;13.95;;;;PI0698873;5059713;N;B5;0;B;;5
Alles wat je lief is;Yoon, Nicola;YF0;Adolescenten;YOON;;16.99;;;;PI0750956;5629957;N;BA;0;B;N;4
Alles wat je lief is;Yoon, Nicola;YF0;Jongeren fictie grijs;YOON;;16.99;;;;NA1036238;5629955;N;BA;0;B;;4
Alles wat je moet weten voor je 6 wordt!;Walden, Libby;JIE;Jeugd info: weetjes;6+ - geel;WEWEE;15.99;;;;3,00E+13;26726093;N;B5;0;U;;5
Alles wat je weet over dinosaurussen is fout!;Crumpton, Nick;JIK;Jeugd info: geschiedenis;;GEOER;14.99;;;;3,00E+13;21621733;N;B5;0;B;;5
Alles wat je weet over dinosaurussen is fout!;Crumpton, Nick;JIK;Jeugd info: geschiedenis;;GEOER;14.99;;;;3,00E+13;21632418;N;B5;0;B;;5
Alles wat je weet over haaien is fout!;Crumpton, Nick;JIH;Jeugd info: natuur;;NAVIS;14.99;;;;3,00E+13;28812413;N;B5;0;B;;5
Alles wat je weet over haaien is fout!;Crumpton, Nick;JIH;Jeugd info: natuur;9+ - rood;NAVIS;14.99;;;;3,00E+13;28774540;N;B5;0;B;;5
Alles wat je weet over het menselijk lichaam is FOUT!;Young, Emma;JIM;Jeugd info: mens;;MELAM;15.99;;;;3,00E+13;31605326;N;B5;0;B;;5
Alles wat je weet over het menselijk lichaam is FOUT!;Young, Emma;JIM;Jeugd info: mens;9+ - rood;MELAM;15.99;;;;3,00E+13;31599857;N;B5;0;B;;5
Alles wat je weet over kriebelbeestjes is fout!;Crumpton, Nick;JIH;Jeugd info: natuur;;NAINS;14.99;;;;3,00E+13;26726039;N;B5;0;B;;4
Alles wat je weet over kriebelbeestjes is fout!;Crumpton, Nick;JIH;Jeugd info: natuur;;NAINS;14.99;;;;3,00E+13;25760674;N;B5;0;B;;5
Alles wat je wilt;Van Eeden, Maria;JFA;Jeugd fictie 7-8 jaar geel;VANE;;0.00;;;;NA0242144;3016983;N;B4;0;A;;4
Alles wat je wilt weten over het circus (en nog veel meer!);Van der Horst, Natalie;JIO;Jeugd info: vrije tijd - kunst;;VRDCT;15.99;;;;PI0602159;4666623;N;B5;0;B;;5
Alles wat je wilt weten over Sinterklaas : (en nog veel meer!);Van der Horst, Natalie;JIO;Jeugd info: vrije tijd - kunst;;VRSIN;15.00;;;;PI0652008;5019702;N;B5;0;B;;5
Alles wat licht is;Nelen, Marleen;JFC;Jeugd fictie 12-14 jaar blauw;;;16.99;    ;;NELE;3,00E+13;13056111;N;B4;0;B;;4
Alles wat mist;Conklin, Melanie;JFB;Jeugd fictie 9-11 jaar;;;20.00;;;CONK;3,00E+13;24375867;N;B4;0;B;;4
Alles wat mist;Conklin, Melanie;JFB;Jeugd fictie 9-11 jaar rood;;;20.00;;;CONK;3,00E+13;24379907;N;B4;0;B;;4
Alles wat verdrietig is, is onwaar : een waargebeurd verhaal;Nayeri, Daniel;YF0;Adolescenten;;;24.50;;;NAYE;3,00E+13;17549421;N;B4;0;B;;4
Alles wat verdrietig is, is onwaar : een waargebeurd verhaal;Nayeri, Daniel;YF0;Jongeren fictie grijs;;;24.50;;AUT;NAYE;3,00E+13;17638342;N;B4;0;B;;4
Alles wat was : hoe ga je om met afscheid?;Jensen, Stine;JIM;Jeugd info: mens;;MEDOO;18.99;;;;3,00E+13;7691167;N;B5;0;B;;5
Alles wat was : hoe ga je om met afscheid?;Jensen, Stine;JIM;Jeugd info: mens;;MEDOO;18.99;;;;3,00E+13;7756473;N;B5;0;B;;5
Allesbehalve oké;Steven, Laura;YF0;Jongeren fictie grijs;STEV;;17.99;;;;NA1100807;6107482;N;BA;0;B;;4
Allesbehalve perfect;Smale, Holly;JFC;Jeugd fictie 12-14 jaar;;;18.99;;;SMAL;3,00E+13;17632857;N;B4;0;B;;4
Allesbehalve perfect;Smale, Holly;JFC;Jeugd fictie 12-14 jaar blauw;;;18.99;;;SMAL;3,00E+13;17611017;N;B4;0;B;;4
Alleseters;Benefield, James;JIH;Jeugd info: natuur;;NADIE;12.00;;;;PI0717789;5597982;N;B5;0;B;;5
Alligators;Otfinoski, Steven;JIH;Jeugd info: natuur;;NAAMF;16.00;;;;PI0563218;4264973;N;B5;0;B;;5
Alligators & krokodillen;Morgan, Sally;JIH;Jeugd info: natuur;;NAAMF;13.00;;;;PI0644587;4763172;N;B5;0;B;;5
Alma : van Honduras naar de Verenigde Staten. 2500 kilometer op d;Meij, Sander;YF0;Adolescenten;;;17.99;;;MEIJ;3,00E+13;25723639;N;B4;0;B;;4
Alpensteenbokken;Duling, Kaitlyn;JIH;Jeugd info: natuur;;NAZOO;16.00;;;;3,00E+13;26867618;N;B5;0;B;;5
Als de aarde haar spierballen laat rollen : over orkanen, aardbev;Bouckaert, Geert;JII;Jeugd info: aarde - heelal;;AAAAR;14.95;    ;;;NA0658545;3683887;N;B5;0;U;;5
Als de beer van huis is...;;FSJ;Speelfilms jeugd;;;13.19;;;ALS;3,00E+13;24407032;N;D4;0;B;;4
Als de beer van huis is...;;FSJ;Speelfilms jeugd;;;9.99;    ;;TROE;3,00E+13;17853828;N;D4;0;B;;4
Als de bergen huilen;Van Erkel, Gerda;JFC;Jeugd fictie 12-14 jaar blauw;VANE;;15.99;;;;NA1092359;5723249;N;B4;0;B;;4
Als de bergen huilen;Van Erkel, Gerda;YF0;Adolescenten;ERKE;;15.99;;;;PI0756865;5723252;N;BA;0;B;;4
Als de bom barst;Swindells, Robert;JFC;Jeugd fictie 12-14 jaar blauw;SWIN;;0.00;;;;NA0164445;6448236;N;B4;0;A;;4
Als de hemel valt;Noort, Selma;JFB;Jeugd fictie 9-11 jaar;;;18.99;;;NOOR;3,00E+13;30608304;N;B4;0;B;;4
Als de hemel valt;Noort, Selma;JFB;Jeugd fictie 9-11 jaar rood;;;18.99;;;NOOR;3,00E+13;30574223;N;B4;0;U;;4
Als de koeien bloeien;Wille, Riet;JP0;Jeugd poëzie;WILL;;0.00;;;;PI0161349;2746536;N;B5;0;B;;4
Als de nacht valt;Nijkamp, Marieke;YF0;Adolescenten;;;17.99;;;NIJK;3,00E+13;24180116;N;BA;0;B;;4
Als de nacht valt;Nijkamp, Marieke;YF0;Jongeren fictie grijs;;;17.99;;THR;NIJK;3,00E+13;24075123;N;B4;0;B;;4
Als de olifanten vechten;Bracke, Dirk;YF0;Adolescenten;BRAC;;16.95;;;;PI0652830;6733539;N;BA;0;B;;4
Als de olifanten vechten;Bracke, Dirk;YF0;Jongeren fictie grijs;BRAC;;13.50;;;;NA1086979;5770515;N;BA;0;U;;4
Als de sterren zingen;Dragt, Tonke;JFC;Jeugd fictie 12-14 jaar blauw;DRAG;;32.50;;;;NA1172220;6114161;N;B4;0;B;;4
Als de wereld wankelt;Nelson, Jandy;YF0;Adolescenten;;;25.99;;;NELS;3,00E+13;30515359;N;BA;0;B;;4
Als de wereld wankelt;Nelson, Jandy;YF0;Jongeren fictie grijs;;;24.99;;;NELS;3,00E+13;30856027;N;B4;0;B;;4
Als de zon valt : roman;de Vries, Stijn;YF0;Jongeren fictie grijs;;;22.99;;;DEVR;3,00E+13;30725986;N;B2;0;U;;2
Als een vis in het water;Do, Anh;JFA;Jeugd fictie 7-8 jaar geel;;;14.99;;;DO;3,00E+13;31305346;N;B4;0;U;;4
Als een vossenstaart op een landkaart : dierenverhalen;Wille, Riet;JFA;Jeugd fictie 7-8 jaar geel;;;24.95;;;WILL;3,00E+13;29259059;N;B4;0;B;;4
Als er 100 dieren op de wereld waren;Smith, Miranda;JIH;Jeugd info: natuur;;NADIE;15.99;;;;3,00E+13;29005653;N;B5;0;B;;5
Als er 100 dieren op de wereld waren;Smith, Miranda;JIH;Jeugd info: natuur;9+ - rood;NADIE;15.99;;;;3,00E+13;28939880;N;B5;0;B;;5
Als er 100 mensen op de wereld waren;McCann, Jackie;JIN;Jeugd info: dagelijks leven;;DASAM;15.99;;;;3,00E+13;28358426;N;B5;0;B;;5
Als er 100 mensen op de wereld waren;McCann, Jackie;JIN;Jeugd info: dagelijks leven;9+ - rood;DAMAA;15.99;    ;;;3,00E+13;28399024;N;B5;0;B;;5
Als geen ander;LaMarche, Una;YF0;Adolescenten;LAMA;;17.99;;;;PI0741167;5561983;N;B2;0;B;;4
Als geen ander;LaMarche, Una;YF0;Jongeren fictie grijs;;;17.99;    ;;LAMA;NA1026534;5561980;N;BA;0;B;;4
Als het echt wordt…;Liang, Ann;YF0;Jongeren fictie grijs;;;15.00;;;LIAN;3,00E+13;31763573;N;B4;0;B;;4
Als honden huilen;Zusak, Markus;JFC;Jeugd fictie 12-14 jaar;ZUSA;;0.00;;;;PI0601276;4644009;N;B4;0;B;;4
Als hulppietje;Linthout, Willy;SJB;Strips jeugd 9-11 jaar;Urbanus;;5.99;;;;NA1023497;5527856;N;S4;0;U;;4
Als ik blijf;Forman, Gayle;YF0;Adolescenten;FORM;;9.50;;;;PI0682187;5246263;N;BA;0;B;;4
Als ik blijf;Forman, Gayle;YF0;Jongeren fictie grijs;FORM;;0.00;;;;NA1118307;5427555;N;BA;0;U;;4
Als ik blijf;Forman, Gayle;YF0;Jongeren fictie grijs;FORM;;12.50;;;;NA0955574;5246262;N;BA;0;A;;4
Als ik blijf;Forman, Gayle;YF0;Jongeren fictie grijs;FORM;;14.95;;;;NA0690430;3819417;N;BA;0;A;;4
Als ik er niet meer ben;Charlotte, Beau;YF0;Jongeren fictie grijs;;;18.95;;;CHAR;3,00E+13;28700655;N;B4;0;B;;4
Als in een droom;Tome;SJB;Strips jeugd 9-11 jaar;Robbedoes en Kwabbernoot;;4.20;;;;NA0540617;6522591;N;S4;0;B;;4
Als je dit leest, ben ik dood;Nicholls, Sally;JFC;Jeugd fictie 12-14 jaar;NICH;;9.95;;;;PI0535311;3500110;N;B4;0;B;;4
Als je dit leest, ben ik dood;Nicholls, Sally;JFC;Jeugd fictie 12-14 jaar blauw;NICH;;14.95;;;;NA0696781;3500105;N;B4;0;B;;4
Als je goed om je heen kijkt zie je dat alles gekleurd is : gedic;Van Buul, Tine;JP0;Jeugd poëzie;ALS;;0.00;;;;PI0434566;2647500;N;B5;0;B;;4
Als je mij vindt;Murdoch, Emily;YF0;Jongeren fictie grijs;MURD;;18.99;;;;NA0834904;4965966;N;BA;0;B;;4
Als je terugkomt;Stead, Rebecca;JFC;Jeugd fictie 12-14 jaar;STEA;;14.95;;;;PI0539163;4118009;N;B4;0;B;;4
Als je terugkomt;Stead, Rebecca;JFC;Jeugd fictie 12-14 jaar blauw;;;14.95;    ;;STEA;NA0845094;4118005;N;B4;0;B;;4
Als jij er niet was ...;De Landtsheer, Patricia;YF0;Adolescenten;LAND;;17.95;;;;PI0766739;5745419;N;BA;0;B;;4
Als kikkers gaan keten;Pilkey, Dav;SJK;Strips jeugd klein formaat;Kleine Karels tekenclub;;15.99;    ;;;3,00E+13;26998299;N;S4;0;U;;4
Als moppen aankloppen;Wille, Riet;JIO;Jeugd info: vrije tijd - kunst;;VRMOP;10.95;;;WILL;3,00E+13;23026945;N;B5;0;B;;5
Als morgen niet bestaat;Armentrout, Jennifer L.;YF0;Jongeren fictie grijs;ARME;;0.00;;;;NA1122088;6329597;N;BA;0;B;;4
Als niemand kijkt;Hof, Marjolijn;YF0;Jongeren fictie grijs;HOF;;12.95;;;;NA0851612;3881795;N;BA;0;B;;4
Als vlinders spreken konden : voor kinderen die rouwen;Van Emmerik, Yvonne;JFA;Jeugd fictie 7-8 jaar geel;;;17.50;;;VANE;3,00E+13;7727961;N;B4;0;B;;4
Als vuur;Lövestam, Sara;JFC;Jeugd fictie 12-14 jaar;;;18.99;;;LÖVE;3,00E+13;14411164;N;B4;0;B;;4
Als vuur;Lövestam, Sara;JFC;Jeugd fictie 12-14 jaar blauw;;;18.99;    ;LIV;LOVE;3,00E+13;14487484;N;B4;0;U;;4
Als waanzin overwint...;Grant, Michael;YF0;Adolescenten;GRAN;;18.99;;;;PI0609404;4731676;N;BA;0;B;;4
Als ze maar gelukkig is!;Cazenove, Christophe;SJB;Strips jeugd 9-11 jaar;Sisters;;6.50;;;;NA0855618;5235948;N;S4;0;T;;4
Alter ego;Meyer, Marissa;YF0;Adolescenten;;;20.99;;;MEYE;3,00E+13;14140770;N;BA;0;B;;4
Alter ego;Meyer, Marissa;YF0;Jongeren fictie grijs;MEYE;;0.00;;;;NA0931780;5961523;N;BA;0;B;;4
Altijd anders;Kluvers, Ingrid;YF0;Adolescenten;KLUV;;17.50;;;;PI0756024;5629989;N;BA;0;B;;4
Altijd bijten de buren;Van Loon, Paul;JFB;Jeugd fictie 9-11 jaar rood;VANL;;12.95;;;;NA060416X;3359125;N;B4;0;F;;5
Altijd chaos met deze fee!;Ruhe, Anna;JFA;Jeugd fictie 7-8 jaar geel;;;15.99;;;RUHE;3,00E+13;29037622;N;B4;0;B;;4
Altijd prijs!;Wilson, Jacqueline;JFB;Jeugd fictie 9-11 jaar rood;WILS;;14.95;;;;NA0941891;4061571;N;B4;0;B;;4
Altijd vakantie!;Mésange, Lili;SJB;Strips jeugd 9-11 jaar;Celestine;;9.95;    ;;;3,00E+13;30368529;N;S4;0;B;;4
Altijd wat te vieren : gedichten om gelukkig van te worden;Cneut, Carll;JFA;Jeugd fictie 7-8 jaar geel;;;14.99;;;CNEU;3,00E+13;22875307;N;B4;0;B;;4
Altijd wat te vieren : gedichten om gelukkig van te worden;Cneut, Carll;JP0;Jeugd poëzie;;;14.99;;;CNEU;3,00E+13;22868866;N;B5;0;B;;5
Alvin and the Chipmunks 3;Mitchell, Mike;FSJ;Speelfilms jeugd;ALVI;;0.00;;;;NA109601X;4576748;N;D4;0;B;;2
Amari en de nachtwachters;Alston, B.B.;JFB;Jeugd fictie 9-11 jaar;;;17.99;;;ALST;3,00E+13;17369559;N;B4;0;B;;4
Amari en de nachtwachters;Alston, B.B.;JFB;Jeugd fictie 9-11 jaar rood;;;17.99;;;ALST;3,00E+13;17375684;N;B4;0;B;;4
Amari en de waanzinnige wonderen;Alston, B.B.;JFB;Jeugd fictie 9-11 jaar;;;19.99;;;ALST;3,00E+13;30810651;N;B4;0;B;;4
Amari en de waanzinnige wonderen;Alston, B.B.;JFB;Jeugd fictie 9-11 jaar rood;;;19.99;;;ALST;3,00E+13;30819371;N;B4;0;U;;4
Amari en het spel der magiërs;Alston, B.B.;JFB;Jeugd fictie 9-11 jaar;;;19.99;;;ALST;3,00E+13;26545563;N;B4;0;B;;4
Amari en het spel der magiërs;Alston, B.B.;JFB;Jeugd fictie 9-11 jaar rood;;;19.99;;;ALST;3,00E+13;26637755;N;B4;0;B;;4
Amber;Geerts, Paul;SJB;Strips jeugd 9-11 jaar;Suske en Wiske;;2.25;;;;NA0944297;2796339;N;S4;0;B;;4
Amedee stopt ermee;Linthout, Willy;SJB;Strips jeugd 9-11 jaar;Urbanus;;5.99;;;;NA114734X;5857047;N;S4;0;U;;4
America;Mythic;JFC;Jeugd fictie 12-14 jaar blauw;Rubine;;4.98;    ;;;NA0952990;6636437;N;S4;0;B;;4
American football;Booth, Tanis;JIO;Jeugd info: vrije tijd - kunst;;VRBAL;12.00;;;;PI0629790;4584628;N;B5;0;B;;5
American home video;Adriaenssens, Ivan;SJB;Strips jeugd 9-11 jaar;Marc de Bel - De Kriegels;;4.50;    ;;;NA0957674;3463915;N;S4;0;B;;4
Amerika;Jackson, Elaine;JIJ;Jeugd info: landen;;LANDV;10.00;;;;PI0632368;3721804;N;B5;0;B;;5
Amerika voor Columbus;Samuels, Charlie;JIJ;Jeugd info: landen;;LAIND;19.00;;;;PI0722707;5499762;N;B5;0;B;;5
Amerika voor Columbus;Samuels, Charlie;JIJ;Jeugd info: landen;12+ - blauw;LAVOL;19.00;    ;;;NA105029X;5499760;N;B5;0;B;;5
Amerikaanse zeearenden;Worsley, Arlene;JIH;Jeugd info: natuur;;NAVOG;13.00;;;;PI0630764;4839177;N;B5;0;B;;5
Amfetaminen;Connolly, Sean;JIM;Jeugd info: mens;;MEVER;0.00;;;;NA0416347;2655893;N;B5;0;B;;5
Amfetaminen;Connolly, Sean;JIM;Jeugd info: mens;;MEVER;14.00;;;;PI0575690;2655895;N;B5;0;B;;5
Amfibieën;;JIH;Jeugd info: natuur;;NAAMF;13.99;;;;PI043292X;2892885;N;D4;0;B;;5
Amfibieën;Ridley, Sarah;JIH;Jeugd info: natuur;6+ - geel;NAAMF;0.00;    ;;;3,00E+13;7637896;N;B5;0;B;;5
Amira;De Bel, Marc;JFC;Jeugd fictie 12-14 jaar;BEL;;19.50;;;;PI0677310;5165739;N;B4;0;B;;4
Amira;De Bel, Marc;JFC;Jeugd fictie 12-14 jaar blauw;DEBE;;9.75;;;;NA0912018;5165735;N;B4;0;B;;4
Amnesty International;Grant, Reg;JIN;Jeugd info: dagelijks leven;;DAMAA;0.00;    ;;;NA0382132;3035281;N;B5;0;B;;5
Amoris van Amoras;Geerts, Paul;SJB;Strips jeugd 9-11 jaar;Suske en Wiske;;2.50;;;;NA0945684;6439632;N;S4;0;B;;4
Amos;Swolfs, Yves;SJC;Strips jeugd 12-14 jaar;Durango;;3.00;    ;;;NA0447595;6537362;N;S4;0;U;;4
Amun en de kameel;Van Gemert, Gerard;JFA;Jeugd fictie 7-8 jaar geel;;;14.95;;;VANG;#250106031108589;31108589;N;B4;0;I;;4
Amun en de kameel;Van Gemert, Gerard;JFA;Jeugd fictie 7-8 jaar geel;;;14.95;;;VANG;3,00E+13;30574249;N;B4;0;B;;4
Amy in actie : dramaqueen;Moss, Emma;JFB;Jeugd fictie 9-11 jaar;MOSS;;14.99;;;;PI0794260;5998743;N;B4;0;B;;4
Anaconda's;De Medeiros, James;JIH;Jeugd info: natuur;;NAAMF;11.00;;;;PI0625663;4592692;N;B5;0;B;;5
Anakwaboe;Nys, Jef;SJA;Strips jeugd 6-8 jaar;Jommeke;;4.20;    ;;;NA0849030;4978299;N;S4;0;U;;4
Anastacia;;FSJ;Speelfilms jeugd;ANAS;;8.95;;;;NA0418471;3139455;N;D4;0;A;;2
Anastasia;Bluth, Don;FSJ;Speelfilms jeugd;;;12.22;;;ANAS;3,00E+13;14682354;N;D4;6;B;;4
Anastasia;Bluth, Don;FSJ;Speelfilms jeugd;FILM ANAS;;14.95;;;;NA1171380;2850275;N;D4;6;U;;2
Anatomie : zo zag je het menselijk lichaam nog nooit!;Druvert, Hélène;JIM;Jeugd info: mens;;MELAM;24.95;;;;NA1093665;5776907;N;B5;0;B;;5
Anatomy : a love story;Schwartz, Dana;YF0;Jongeren fictie grijs;;;0.00;;;DANA;3,00E+13;28451964;N;B4;0;U;;4
Anatorama : de wonderen van het menselijk lichaam;Carnovsky;JIM;Jeugd info: mens;;MELAM;24.99;;;;3,00E+13;17484153;N;B5;0;B;;5
Anders;Steinhöfel, Andreas;JFC;Jeugd fictie 12-14 jaar blauw;STEI;;17.50;;;;NA1092197;5933792;N;B4;0;B;;4
Angeldust : een lied voor de sterren;Descamps, Luc;JFC;Jeugd fictie 12-14 jaar blauw;DESC;;12.50;;;;NA0844446;2665835;N;B4;0;U;;4
Angry Birds 2;Van Orman, Thurop;FSJ;Speelfilms jeugd;;;21.48;;;ANGR;3,00E+13;17251842;N;D4;6;B;;4
Angry Birds 2;Van Orman, Thurop;FSJ;Speelfilms jeugd;;;23.20;    ;;ANGR;3,00E+13;13020417;N;D4;6;B;;4
Angst;Girard-Audet, Catherine;JFC;Jeugd fictie 12-14 jaar blauw;GIRA;;13.95;;;;NA1156985;5614123;N;B4;0;B;;4
Angst;Grant, Michael;YF0;Adolescenten;GRAN;;19.99;;;;PI0607568;4704738;N;BA;0;B;;4
Angst;Grant, Michael;YF0;Jongeren fictie grijs;GRAN;;19.99;;;;NA0800309;4704734;N;BA;0;B;;4
Angst;Horowitz, Anthony;JFB;Jeugd fictie 9-11 jaar;HORO;;0.00;;;;PI0169579;3061803;N;B4;0;B;;4
Angst;Horowitz, Anthony;JFC;Jeugd fictie 12-14 jaar blauw;HORO;;0.00;;;;NA0148784;3061801;N;B4;0;B;;4
Angst en opstand;Adeyemi, Tomi;YF0;Adolescenten;;;23.99;;;ADEY;3,00E+13;30544835;N;BA;0;B;;4
Angst en opstand;Adeyemi, Tomi;YF0;Jongeren fictie grijs;;;23.99;;;ADEY;3,00E+13;30855950;N;B4;0;B;;4
"Angst op de ""Amsterdam""";Vandersteen, Willy;SJB;Strips jeugd 9-11 jaar;Suske en Wiske;;3.75;    ;;;3,00E+13;7680772;N;S4;0;B;;4
Aniël;Yann;SJC;Strips jeugd 12-14 jaar;Thorgal;;7.95;    ;;;NA1112384;6245937;N;S4;0;B;;4
Animal farm;Orwell, George;JFC;Jeugd fictie 12-14 jaar;;;29.95;;;ORWE;3,00E+13;21585051;N;B4;0;B;;4
Animal farm;Orwell, George;JFC;Jeugd fictie 12-14 jaar blauw;;;29.95;;;ORWE;3,00E+13;21638540;N;B4;0;U;;4
Animatiefilms;Schaeffer, Susan;JIO;Jeugd info: vrije tijd - kunst;;VRFOT;13.00;;;;NA1108174;6225516;N;B5;0;B;;5
Ankers en roeren : 20 zeemansliedjes voor stoere matrozen;Kapitein Winokio;JIO;Jeugd info: vrije tijd - kunst;;VRLIE;23.95;;;;PI0688134;5404051;N;B5;0;A;;4
Anna;Veranneman, Ludwien;JFA;Jeugd fictie 7-8 jaar geel;VERA;;9.79;;;;NA0437700;2897018;N;B4;0;A;;4
Anna;Vincent, Tille;YF0;Adolescenten;VINC;;19.99;;;;PI081783X;6213026;N;BA;0;B;;4
Anna & de French kiss;Perkins, Stephanie;YF0;Adolescenten;PERK;;16.99;;;;PI068659X;5395499;N;BA;0;B;;4
Anna & de French kiss;Perkins, Stephanie;YF0;Jongeren fictie grijs;PERK;;16.99;;;;NA0921572;5395496;N;BA;0;U;;4
Anna Amanda de 1ste;Vandereyken, Leen;JFB;Jeugd fictie 9-11 jaar rood;VAND;;12.95;;;;NA0720526;3899036;N;B4;0;B;;4
Anna dressed in blood;Blake, Kendare;YF0;Jongeren fictie grijs;BLAK;;0.00;;;;NA0837768;4999420;N;BA;0;B;;4
Anna K.;Lee, Jenny;YF0;Jongeren fictie grijs;;;21.99;;CHI;LEE;3,00E+13;13045711;N;B4;0;B;;4
Anna was hier;De Preter, Gerda;JFC;Jeugd fictie 12-14 jaar blauw;PRET;;12.95;;;;NA0651362;3437968;N;B4;0;A;;4
Anna's grote reis;Van Loon, Inez;JFC;Jeugd fictie 12-14 jaar;LOON;;16.95;;;;PI0759260;5769711;N;B4;0;B;;4
Anna's grote reis;Van Loon, Inez;JFC;Jeugd fictie 12-14 jaar blauw;VANL;;16.95;;;;NA1085999;5769709;N;B4;0;A;;4
Anne en de strijd tegen de monstermeiden;Solberg, Audhild;JFB;Jeugd fictie 9-11 jaar;SOLB;;14.99;;;;PI0749044;5769489;N;B4;0;B;;4
